YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
4006,MEMORY ERROR(POWER SOURCE COND),"An error was detected at memory check.
The memory for the arc welding Power Source condition file is damaged.",,Sub Code: Page number,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the arc welding Power Source condition file in maintenance mode, and then load the arc welding Power Source condition file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
4007,MEMORY ERR(ARC START COND FILE),"An error was detected at memory check.
The memory for the arc start condition file is damaged.",,Sub Code: Page number,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the arc start condition file in maintenance mode, and then load the arc start condition file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
4008,MEMORY ERROR(ARC END COND FILE),"An error was detected at memory check.
The memory for the arc end condition file is damaged.",,Sub Code: Page number,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the arc end condition file in maintenance mode, and then load the arc end condition file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
4009,MEMORY ERROR(ARC AUX COND FILE),"An error was detected at memory check.
The memory for the arc auxiliary condition file is damaged.",,Sub Code: Page number,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the arc auxiliary condition file in maintenance mode, and then load the arc auxiliary condition file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
4010,MEMORY ERROR(COM-ARC COND FILE),"An error was detected at memory check.
The memory for the COM-ARC condition file is damaged.",,Sub Code: Page number,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the COM-ARC condition file in maintenance mode, and then load the COM-ARC condition file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
4011,MEMORY ERROR(FILE DATA),An error was detected at memory check.,16,The memory for the tool file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the tool file in maintenance mode, and then load the tool file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,17,The memory for the user coordinate file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the user coordinate file in maintenance mode, and then load the user coordinate file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,39,The memory for the robot calibration file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the robot calibration file in maintenance mode, and then load the robot calibration file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,69,The memory for the conveyor calibration file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the conveyor calibration file in maintenance mode, and then load the conveyor calibration file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,136,The memory for the liner up file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the liner up file in maintenance mode, and then load the liner up file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,230,The memory for the gun detail setting file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the gun detail setting file in maintenance mode, and then load the gun detail setting file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,231,The memory for the spot management file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the spot management file in maintenance mode, and then load the spot management file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,232,The memory for the spot welder I/F file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the spot welder I/F file in maintenance mode, and then load the spot welder I/F file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,233,The memory for the manual press condition file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the manual press condition file in maintenance mode, and then load the manual press condition file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,240,The memory for the wear detection base position file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the wear detection base position file in maintenance mode, and then load the wear detection base position file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,243,The memory for the learning control I/O allocation file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the learning control I/O allocation file in maintenance mode, and then load the learning control I/O allocation file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,249,The memory for the paint system file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the paint system file in maintenance mode, and then load the paint system file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,250,The memory for the paint special file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the paint special file in maintenance mode, and then load the paint special file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,251,The memory for the paint condition file(gun1) is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the paint condition file in maintenance mode, and then load the paint condition file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,252,The memory for the paint condition file(gun2) is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the paint condition file in maintenance mode, and then load the paint condition file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,253,The memory for the paint condition file(gun3) is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the paint condition file in maintenance mode, and then load the paint condition file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,254,The memory for the paint condition file(gun4) is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the paint condition file in maintenance mode, and then load the paint condition file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,255,The memory for the paint calibration set file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the paint calibration set file in maintenance mode, and then load the paint calibration set file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,256,The memory for the paint time chart set file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the paint time chart set file in maintenance mode, and then load the paint time chart set file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,257,The memory for the paint time chart file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the paint time chart file in maintenance mode, and then load the paint time chart file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,258,The memory for the paint data set file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the paint data set file in maintenance mode, and then load the paint data set file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
,,,259,The memory for the io paint condition output file is damaged.,Data error,"(1)Reset the alarm.
(2)If the alarm occurs again, initialize the io paint condition output file in maintenance mode, and then load the io paint condition output file saved in the external memory device.",,,, SYSCON
,,,,,ACP01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board.",,,, SYSCON
,,,,,AIF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,, SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,, SYSCON
