DX200,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,0001_0100,Transmission error,Transmission error is  occurred between DX200 and laser sensor unit.,"(1)Reset the alarm, and then try again.
(2)Turn off the power of DX200 and Laser sensor unit, and turn on. 
(3)Check the connection between connector on JANCD-YCP01 CN104 and the cable from laser sensor unit.
(4)Replace JANCD-YCP21 board and the cable.",,,,Laser tracking
,,,0001_0101,Transmission error,Transmission error is  occurred between DX200 and laser sensor unit.,"(1)Reset the alarm, and then try again.
(2)Turn off the power of DX200 and Laser sensor unit, and turn on. 
(3)Check the connection between connector on JANCD-YCP01 CN104 and the cable from laser sensor unit.
(4)Replace JANCD-YCP21 board and the cable.",,,,Laser tracking
,,,0001_0110,Transmission error,Transmission error is  occurred between DX200 and laser sensor unit.,"(1)Reset the alarm, and then try again.
(2)Turn off the power of DX200 and Laser sensor unit, and turn on. 
(3)Check the connection between connector on JANCD-YCP01 CN104 and the cable from laser sensor unit.
(4)Replace JANCD-YCP21 board and the cable.",,,,Laser tracking
,,,0001_0111,Transmission error,Transmission error is  occurred between DX200 and laser sensor unit.,"(1)Reset the alarm, and then try again.
(2)Turn off the power of DX200 and Laser sensor unit, and turn on. 
(3)Check the connection between connector on JANCD-YCP01 CN104 and the cable from laser sensor unit.
(4)Replace JANCD-YCP21 board and the cable.",,,,Laser tracking
,,,0001_1000,Transmission error,Transmission error is  occurred between DX200 and laser sensor unit.,"(1)Reset the alarm, and then try again.
(2)Turn off the power of DX200 and Laser sensor unit, and turn on. 
(3)Check the connection between connector on JANCD-YCP01 CN104 and the cable from laser sensor unit.
(4)Replace JANCD-YCP21 board and the cable.",,,,Laser tracking
,,,0001_1001,Transmission error,Transmission error is  occurred between DX200 and laser sensor unit.,"(1)Reset the alarm, and then try again.
(2)Turn off the power of DX200 and Laser sensor unit, and turn on. 
(3)Check the connection between connector on JANCD-YCP01 CN104 and the cable from laser sensor unit.
(4)Replace JANCD-YCP21 board and the cable.",,,,Laser tracking
,,,0001_1010,Transmission error,Transmission error is  occurred between DX200 and laser sensor unit.,"(1)Reset the alarm, and then try again.
(2)Turn off the power of DX200 and Laser sensor unit, and turn on. 
(3)Check the connection between connector on JANCD-YCP01 CN104 and the cable from laser sensor unit.
(4)Replace JANCD-YCP21 board and the cable.",,,,Laser tracking
,,,0001_1011,Transmission error,Transmission error is  occurred between DX200 and laser sensor unit.,"(1)Reset the alarm, and then try again.
(2)Turn off the power of DX200 and Laser sensor unit, and turn on. 
(3)Check the connection between connector on JANCD-YCP01 CN104 and the cable from laser sensor unit.
(4)Replace JANCD-YCP21 board and the cable.",,,,Laser tracking
,,,0001_1100,Transmission error,Transmission error is  occurred between DX200 and laser sensor unit.,"(1)Reset the alarm, and then try again.
(2)Turn off the power of DX200 and Laser sensor unit, and turn on. 
(3)Check the connection between connector on JANCD-YCP01 CN104 and the cable from laser sensor unit.
(4)Replace JANCD-YCP21 board and the cable.",,,,Laser tracking
,,,0010_0000,NAK command receive error,Sirial transmission error,"(1)Replace the transmission cable.
(2)Replace JANCD-YCP02.",,,,Laser tracking
,,,0011_0000,Transmission process time over,Sirial transmission error,"(1)Replace the transmission cable.
(2)Replace JANCD-YCP02.",,,,Laser tracking
,,,0100_0000,Reception process time over,Sirial transmission error,"(1)Replace the transmission cable.
(2)Replace JANCD-YCP02.",,,,Laser tracking
5012,SYSTEM ERROR(COMARC),System error occurred in the sensor process of COMARC Function.,0,System task mail send error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,1,System task mail receive error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,2,Sensing task mail send error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,3,Sensing task mail receive error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(5)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,4,Transmission task mail send error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(6)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,5,Transmission task mail receive error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(7)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,6,Transmission task create error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(8)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,7,Sensing task mail token get error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(9)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
5013,SYSTEM ERROR(COMARC),Data error occurred in the sensor process of COMARC Function.,0,Main command processing error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(10)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,1,Main command data error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(11)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,2,Sub command data error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(12)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,3,Sensor bank get error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(13)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,4,Measured welding current error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(14)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
5019,ARITHMETIC ERROR(SENSOR),An error occurred in the arithmetic process for coordinates in gauging motion.,,It is the kind of error of arithmetic process for coordinates.,Software operation error occurred,"(1)When another alarm has occurred at the same time, Take the measures of it, 
(2)When another alarm has not occurred at the same time, Reset the alarm, and then try again.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Bendling
5020,VERIFY ERROR (SENSOR PARAMETER),"Laser tracking: Wrong value is set to Sensor parameter, SxE***. ",40,"Wrong value is set to Sensor parameter, SxE040.
Laser tracking: Analog output signal number for Gap ratio condition control is wrong. ","Wrong value is set to Sensor parameter, SxE***.","[Laser tracking]
(1)Set correct value,1-12, to Analog output signal number for Gap ratio condition control parameter, SxE040. And check not to set same value to the other, SxE040-043. (To be developed in the future)",,,,Laser tracking
,,,41,"Wrong value is set to Sensor parameter, SxE041.
Laser tracking:Analog output signal number for Gap ratio condition control is wrong. ","Wrong value is set to Sensor parameter, SxE***.","[Laser tracking]
(1)Set correct value,1-12, to Analog output signal number for Gap ratio condition control parameter, SxE041. And check not to set same value to the other, SxE040-043. (To be developed in the future)",,,,Laser tracking
,,,42,"Wrong value is set to Sensor parameter, SxE042.
Laser tracking:Analog output signal number for Gap ratio condition control is wrong. ","Wrong value is set to Sensor parameter, SxE***.","[Laser tracking]
(1)Set correct value,1-12, to Analog output signal number for Gap ratio condition control parameter, SxE042. And check not to set same value to the other, SxE040-043. (To be developed in the future)",,,,Laser tracking
,,,43,"Wrong value is set to Sensor parameter, SxE043.
Laser tracking:Analog output signal number for Gap ratio condition control is wrong. ","Wrong value is set to Sensor parameter, SxE***.","[Laser tracking]
(1)Set correct value,1-12, to Analog output signal number for Gap ratio condition control parameter, SxE043. And check not to set same value to the other, SxE040-043. (To be developed in the future)",,,,Laser tracking
5021,VERIFY ERROR(CONVEYOR COND FILE),,,,,,,,,Conveyor
5022,CONVEYOR POSITION LIMIT,,,,,,,,,Conveyor
5023,CONVEYOR COUNTER LIMIT,,,,,,,,,Conveyor
5024,SETUP ERROR(CV COND SUPP. FILE),The setting of CONVEYOR CONDITION SUPPORT FILE is not correct.  ,,,Setting error,"Check the settings for LS and shift distance in the conveyor condition support file. If the same LS is used, set the same shift disance in each condition file.  

",,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Conveyor
5050,MEI ERROR,The error about Motion Extension API is occurred in sensor process.,,"Sub Code: 100-250
It is the kind of error of Motion extension API in sensor process of laser tracking function.",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
5051,SKILL COMMAND ERROR,The error about Skill command is occurred in sensor process.,,"Sub Code: 100-250
It is the kind of error of Skill command in sensor process of laser tracking function.",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
5052,SYSTEM ERROR (LASER TRACKING),The system error is occurred in sensor process.,,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX200 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
5053,LASER TRACKING PROCESS ERROR,The data error is occurred in sensor process.,10,Mode error,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,11,Correction coordinate error,Setting error,"(1)Make common coordinate motion in the sensing path, if normal motion and synchronous motion are set in the JOB.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,12,Tool number error,Setting error,"(1)Make common tool number in the sensing path, if several tool number are set in the JOB.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,13,Control group error,Setting error,"(1)Make common control group in the sensing path, if several JOB that the control group is different are executed in the sensing path.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,14,User coordinate number error,Setting error,"(1)Make common user coordinate of External reference point control in the sensing path, if several kind of user coordinate are set in the JOB. (To be developed in the future)
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,15,Same gap mount is set,Setting error,"(1)Delete one gap mount data in Gap condition file. Because same data is set.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,16,Same gap mount is set,Setting error,"(1)Delete one gap mount data in Gap condition file. Because same data is set.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,17,Non detection error,Setting error,"(1)Remove the dirt and the dust from the sensing point.
(2)Check that the sensing point is inside of sensor range.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,18,Detection error,Setting error,"(1)Remove the dirt and the dust from the sensing point.
(2)Check that the sensing point is inside of sensor range.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,19,Laser sensor calibration error,Setting error,"(1)Check that the sensing point is inside of sensor range.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,20,Laser sensor calibration error,Setting error,"(1)Check that the sensing point is inside of sensor range.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,21,Correction mount error,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,28,Task error,Setting error,"(1)Check that the JOB isn't switched to the other task between tracking.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,29,Application error,Setting error,"(1)Check that the JOB isn't switched to the other task between tracking.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,40,Wrong laser tracking file no.,Setting error,"(1)Wrong laser tracking file no. is set to command of laser tracking function. Change it to correct no,( 1-40)
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,41,Wrong laser sensor calibration file no.,Setting error,"(1)Wrong laser sensor calibration file no. is set to command of laser tracking function. Change it to correct no,( 1-64)
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,50,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,50,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,51,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,52,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,53,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,54,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,55,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,56,End point search motion error,Setting error,"(1)Check that the tracking distance is enough long to start end point search.
(2)Turn on the laser beam. Move the manipulator to the teaching point. And check that the laser beam point the teaching position.
(3)Check the sensing condition of laser sensor unit.",,,,Laser tracking
,,,60,Gap adaptation control error,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,70,Laser sensor calibration error,Setting error,(1)Check that there are enough long length between the sensing points 1-4.,,,,Laser tracking
,,,71,Laser sensor calibration error,Setting error,(1)Check that there are enough long length between the sensing points 1-4.,,,,Laser tracking
,,,80,Synchronized timer error between DX200 and laser sensor unit,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,90,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,91,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,92,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,93,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,94,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,95,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,96,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,97,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,98,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,99,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,100,Memoplay control error,Setting error,"(1)Check the memoplay file number set to instruction.(1-200)
(2)Delete some unnecessary memoplay file. The record capacity of sampling data is over.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,120,Path Over error,Setting error,"(1)Check the difference of work position between teaching and the time when the alarm is occurred.
(2)Check the PATHOVER condition in LASER TRACKING FILE set to command of Laser tracking function, LTRACKON and LTRACKSET.
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,121,Stop motion error at fail sens,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,122,Stop motion error at fail sens,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,123,Stop motion error at fail sens,Setting error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
