DX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,Chart1,Chart2,Detail,Notes
,,,6,Transmission task create error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(8)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,7,"Sensing task mail token acquisition error
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(9)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
5013,SYSTEM ERROR(COMARC),Data error has occurred at the sensor part in COMARC function. ,0,Main command process error ,Software operation error occurred,"(1)Reset the alarm, and then try again.
(10)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,1,Main command data error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(11)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,2,Sub command data error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(12)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,3,"Sensor bank acquisition error
",Software operation error occurred,"(1)Reset the alarm, and then try again.
(13)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
,,,4,Welding current measure value error ,Software operation error occurred,"(1)Reset the alarm, and then try again.
(14)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,COMARC
5019,ARITHMETIC ERROR(SENSOR),An error occurred in the arithmetic process for coordinates in gauging motion.,,It is the kind of error of arithmetic process for coordinates.,Software operation error occurred,"(1)When another alarm has occurred at the same time, Take the measures of it, 
(2)When another alarm has not occurred at the same time, Reset the alarm, and then try again.
(3)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Bendling
5020,VERIFY ERROR (SENSOR PARAMETER),"Laser tracking: Wrong value is set to Sensor parameter, SxE***. ",40,"Wrong value is set to Sensor parameter, SxE040.
Laser tracking: Analog output signal number for Gap ratio condition control is wrong. ","Wrong value is set to Sensor parameter, SxE***.","[Laser tracking]
(1)Set correct value,1-12, to Analog output signal number for Gap ratio condition control parameter, SxE040. And check not to set same value to the other, SxE040-043. (To be developed in the future)",,,,Laser tracking
,,,41,"Wrong value is set to Sensor parameter, SxE041.
Laser tracking:Analog output signal number for Gap ratio condition control is wrong. ","Wrong value is set to Sensor parameter, SxE***.","[Laser tracking]
(1)Set correct value,1-12, to Analog output signal number for Gap ratio condition control parameter, SxE041. And check not to set same value to the other, SxE040-043. (To be developed in the future)",,,,Laser tracking
,,,42,"Wrong value is set to Sensor parameter, SxE042.
Laser tracking:Analog output signal number for Gap ratio condition control is wrong. ","Wrong value is set to Sensor parameter, SxE***.","[Laser tracking]
(1)Set correct value,1-12, to Analog output signal number for Gap ratio condition control parameter, SxE042. And check not to set same value to the other, SxE040-043. (To be developed in the future)",,,,Laser tracking
,,,43,"Wrong value is set to Sensor parameter, SxE043.
Laser tracking:Analog output signal number for Gap ratio condition control is wrong. ","Wrong value is set to Sensor parameter, SxE***.","[Laser tracking]
(1)Set correct value,1-12, to Analog output signal number for Gap ratio condition control parameter, SxE043. And check not to set same value to the other, SxE040-043. (To be developed in the future)",,,,Laser tracking
5021,VERIFY ERROR(CONVEYOR COND FILE),,,,,,,,,コンベヤ
5022,CONVEYOR POSITION LIMIT,,,,,,,,,コンベヤ
5023,CONVEYOR COUNTER LIMIT,,,,,,,,,コンベヤ
5024,SETUP ERROR(CV COND SUPP. FILE),,,CV COND SUPP. FILE has wrong setting.,Setting error,Check the settings of the start shift distance and  LS in CONVEYOR COND SUPP.  screen.  Specify same start shift distance if the same LS is used. ,,,,コンベヤ
,,,,,other,"If the alarm occurs again after the countermeasure, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,コンベヤ
5025,DELETE SHIFT QUEUE ERROR,An error occurred when deleting shift queue,0,"There is no available queue.
(CV COND SUPP. FILE1)",Data error,"Execute when there is an available queue 
(CV COND SUPP. FILE1)",,,,
,,,1,The conveyor is in synchronous operation (CV COND SUPP. FILE1),Data error,"Release synchronous operation of the conveyor before execute.
( CV COND SUPP.FILE1)",,,,
,,,2,"WORK IN/NOT SHIFT queue is not confirmed
 (CV COND SUPP. FILE1)
",Data error,"Confirm the queue for WORK IN/NOT SHIFT before execute. 
( CV COND SUPP.FILE1)",,,,
,,,3,"WORK ID. SHIFT queue is not confirmed
 (CV COND SUPP. FILE1)
",Data error,"Confirm the queue for WORK ID. SHIFT before execute. 
( CV COND SUPP.FILE1)",,,,
,,,4,"START SHIFT queue is not confirmed 
 (CV COND SUPP. FILE1)",Data error,"Confirm the queue for START SHIFT before execute. 
( CV COND SUPP.FILE1)",,,,
,,,5,"WORK IN/NOT SHIFT has no target queues for deletion.  
 (CV COND SUPP. FILE1)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,6,"WORK ID. SHIFT has no queues for deletion.
 (CV COND SUPP. FILE1)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,7,"START SHIFT has no queues for deletion.
 (CV COND SUPP. FILE1)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,100,"There is no available queue.
(CV COND SUPP. FILE2)",Data error,"Execute when there is an available queue 
(CV COND SUPP. FILE2)",,,,
,,,101,The conveyor is in synchronous operation (CV COND SUPP. FILE2),Data error,"Release synchronous operation of the conveyor before execute.
( CV COND SUPP.FILE2)",,,,
,,,102,"WORK IN/NOT SHIFT queue is not confirmed
(CV COND SUPP. FILE2)
",Data error,"Confirm the queue for WORK IN/NOT SHIFT before execute. 
( CV COND SUPP.FILE2)",,,,
,,,103,"WORK ID. SHIFT queue is not confirmed
(CV COND SUPP. FILE2)
",Data error,"Confirm the queue for WORK ID. SHIFT before execute. 
( CV COND SUPP.FILE2)",,,,
,,,104,"START SHIFT queue is not confirmed 
(CV COND SUPP. FILE2)",Data error,"Confirm the queue for START SHIFT before execute. 
( CV COND SUPP.FILE2)",,,,
,,,105,"WORK IN/NOT SHIFT has no target queues for deletion.  
(CV COND SUPP. FILE2)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,106,"WORK ID. SHIFT has no queues for deletion.
(CV COND SUPP. FILE2)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,107,"START SHIFT has no queues for deletion.
(CV COND SUPP. FILE2)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,200,"There is no available queue.
(CV COND SUPP. FILE3)",Data error,"Execute when there is an available queue 
(CV COND SUPP. FILE3)",,,,
,,,201,The conveyor is in synchronous operation (CV COND SUPP. FILE3),Data error,"Release synchronous operation of the conveyor before execute.
( CV COND SUPP.FILE3)",,,,
,,,202,"WORK IN/NOT SHIFT queue is not confirmed
(CV COND SUPP. FILE3)
",Data error,"Confirm the queue for WORK IN/NOT SHIFT before execute. 
( CV COND SUPP.FILE3)",,,,
,,,203,"WORK ID. SHIFT queue is not confirmed
(CV COND SUPP. FILE3)
",Data error,"Confirm the queue for WORK ID. SHIFT before execute. 
( CV COND SUPP.FILE3)",,,,
,,,204,"START SHIFT queue is not confirmed 
(CV COND SUPP. FILE3)",Data error,"Confirm the queue for START SHIFT before execute. 
( CV COND SUPP.FILE3)",,,,
,,,205,"WORK IN/NOT SHIFT has no target queues for deletion.  
(CV COND SUPP. FILE3)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,206,"WORK ID. SHIFT has no queues for deletion.
(CV COND SUPP. FILE3)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,207,"START SHIFT has no queues for deletion.
(CV COND SUPP. FILE3)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,300,"There is no available queue.
(CV COND SUPP. FILE4)",Data error,"Execute when there is an available queue 
(CV COND SUPP. FILE4)",,,,
,,,301,The conveyor is in synchronous operation (CV COND SUPP. FILE4),Data error,"Release synchronous operation of the conveyor before execute.
( CV COND SUPP.FILE4)",,,,
,,,302,"WORK IN/NOT SHIFT queue is not confirmed
(CV COND SUPP. FILE4)
",Data error,"Confirm the queue for WORK IN/NOT SHIFT before execute. 
( CV COND SUPP.FILE4)",,,,
,,,303,"WORK ID. SHIFT queue is not confirmed
(CV COND SUPP. FILE4)
",Data error,"Confirm the queue for WORK ID. SHIFT before execute. 
( CV COND SUPP.FILE4)",,,,
,,,304,"START SHIFT queue is not confirmed 
(CV COND SUPP. FILE4)",Data error,"Confirm the queue for START SHIFT before execute. 
( CV COND SUPP.FILE4)",,,,
,,,305,"WORK IN/NOT SHIFT has no target queues for deletion.  
(CV COND SUPP. FILE4)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,306,"WORK ID. SHIFT has no queues for deletion.
(CV COND SUPP. FILE4)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,307,"START SHIFT has no queues for deletion.
(CV COND SUPP. FILE4)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,400,"There is no available queue.
(CV COND SUPP. FILE5)",Data error,"Execute when there is an available queue 
(CV COND SUPP. FILE5)",,,,
,,,401,The conveyor is in synchronous operation (CV COND SUPP. FILE5),Data error,"Release synchronous operation of the conveyor before execute.
( CV COND SUPP.FILE5)",,,,
,,,402,"WORK IN/NOT SHIFT queue is not confirmed
(CV COND SUPP. FILE5)
",Data error,"Confirm the queue for WORK IN/NOT SHIFT before execute. 
( CV COND SUPP.FILE5)",,,,
,,,403,"WORK ID. SHIFT queue is not confirmed
(CV COND SUPP. FILE5)
",Data error,"Confirm the queue for WORK ID. SHIFT before execute. 
( CV COND SUPP.FILE5)",,,,
,,,404,"START SHIFT queue is not confirmed 
(CV COND SUPP. FILE5)",Data error,"Confirm the queue for START SHIFT before execute. 
( CV COND SUPP.FILE5)",,,,
,,,405,"WORK IN/NOT SHIFT has no target queues for deletion.  
(CV COND SUPP. FILE5)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,406,"WORK ID. SHIFT has no queues for deletion.
(CV COND SUPP. FILE5)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,407,"START SHIFT has no queues for deletion.
(CV COND SUPP. FILE5)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,500,"There is no available queue.
(CV COND SUPP. FILE6)",Data error,"Execute when there is an available queue 
(CV COND SUPP. FILE6)",,,,
,,,501,The conveyor is in synchronous operation (CV COND SUPP. FILE6),Data error,"Release synchronous operation of the conveyor before execute.
( CV COND SUPP.FILE6)",,,,
,,,502,"WORK IN/NOT SHIFT queue is not confirmed
(CV COND SUPP. FILE6)
",Data error,"Confirm the queue for WORK IN/NOT SHIFT before execute. 
( CV COND SUPP.FILE6)",,,,
,,,503,"WORK ID. SHIFT queue is not confirmed
(CV COND SUPP. FILE6)
",Data error,"Confirm the queue for WORK ID. SHIFT before execute. 
( CV COND SUPP.FILE6)",,,,
,,,504,"START SHIFT queue is not confirmed 
(CV COND SUPP. FILE6)",Data error,"Confirm the queue for START SHIFT before execute. 
( CV COND SUPP.FILE6)",,,,
,,,505,"WORK IN/NOT SHIFT has no target queues for deletion.  
(CV COND SUPP. FILE6)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,506,"WORK ID. SHIFT has no queues for deletion.
(CV COND SUPP. FILE6)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
,,,507,"START SHIFT has no queues for deletion.
(CV COND SUPP. FILE6)",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,
5030,SYSTEM ERROR(SENSOR),,,,,,,,,汎用センサ
5031,SENSOR ERROR,,,,,,,,,汎用センサ
5050,MEI ERROR,The error about Motion Extension API is occurred in sensor process.,,"Sub Code: 100-250
It is the kind of error of Motion extension API in sensor process of laser tracking function.",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
5051,SKILL COMMAND ERROR,The error about Skill command is occurred in sensor process.,,"Sub Code: 100-250
It is the kind of error of Skill command in sensor process of laser tracking function.",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
5052,SYSTEM ERROR (LASER TRACKING),The system error is occurred in sensor process.,0,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,1,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,2,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
,,,3,"Sub Code: 0-22
It is the kind of error of internal sensor process of laser tracking function.
6:The transmission error is occurred  between DX100 and Laser sensor unit. ",Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Laser tracking
