DX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,Chart1,Chart2,Detail,Notes
,,,9,User root task generation failure,Setting error,"Under current system configuration and the combination of optional functions, the YCP01 board (Main CPU board) doesn't have enough memory to run MotoPro application. If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure). It may be necessary to change the YCP01 board to the one with a large-capacity memory. ",,,,MotoPlus
,,,10,RAM-Disk generation failure,Setting error,"Under current system configuration and the combination of optional functions, the YCP01 board (Main CPU board) doesn't have enough memory to run MotoPro application. If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure). It may be necessary to change the YCP01 board to the one with a large-capacity memory. ",,,,MotoPlus
1030,MEMORY ERROR(PARAMETER FILE),This alarm occurs when an error is detected during total check of parameters.,0,"RCD, RCxG parameter error",Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,1,ROxG parameter error,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,2,"SVD, SVxG parameter error",Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,3,SVMxG parameter error,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,4,"S1CxG, S2C, S3C, S4C parameter error",Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,5,"S1D, S2D, S3D, S4D parameter error",Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,6,CIO parameter error,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,7,FD parameter error,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,8,"A1P, A2P, …, A8P parameter error",Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,9,RS parameter error,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,10,"S1E, S2E, …, S8E parameter error",Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,11,SVCxB parameter error,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,12,AMCxG parameter error,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,13,SVPxG parameter error,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,14,MFxG parameter error,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,15,SVSxB parameter error,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,16,RExG parameter error,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate parameter file in maintenance mode, and then load the parameter file saved in the external memory device.",,,,SYSCON
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
1031,MEMORY ERROR(MOTION1),Data error occurred in the file data used by MOTION section.,0,"""GET FILE"" instruction, ""SET FILE"" instruction execution target file ",Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,1,Home position calibration file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,2,Tool file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,3,User coordinates file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,4,Robot calibration file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,5,Tool calibration file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,6,Weaving amplitude condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,7,Home position correction data file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,8,Conveyor calibration file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,9,Arm and tool interference prevention file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,20,Weaving file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,21,Power Source condition data file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,22,Welding condition auxiliary file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,23,Arc start condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,24,Arc end condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,25,COMARC condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,26,COMARC data file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,27,Path correction condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,28,Painting characteristics file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,29,Painting condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,30,Multi-layer index file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,31,Multi-layer condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,32,Sensor monitoring condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,34,Conveyor condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,35,Press characteristics file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,36,Servo float condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,37,Spot welding Power Source condition data file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,38,Air-gun condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,39,Motor-gun condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,40,Gun pressure file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,41,Gun pressure file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,42,Anticipation OT# output file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,43,Anticipation OG# output file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,44,Handling condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,45,Form cut file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,46,Spot (user) I/O allocation file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,47,Linear servo float condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,48,Macro definition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,49,Seal amount correction condition file (spray),Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,50,Seal amount correction condition file (undercoat),Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,51,Arc monitor file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,53,Job registration table,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,54,Painting device condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,55,Painting system file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,56,Painting condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,57,Paint characteristics file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,58,EVB gun file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,59,Paint filling file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,60,Welding pulse condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,61,Clearance file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,62,Linear scale condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,63,Gauging sensor condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,64,Conveyor condition auxiliary file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,65,Laser welding start condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,66,Laser welding end condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,67,Palletizing condition file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,68,Air-gun pressure file,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
,,,69,Mastering registration position,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,MOTION
1033,"MEMORY ERROR(MODEL DATA
 FILE)",The modele data file is abnormal,,Sub;Model file number,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,(R技S2)
1034,MEMORY ERROR(F-CONDITION FILE),The force condition file is abnormal,,Sub;force condition file number,Data error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, initialize the appropriate data in maintenance mode, and then load the data saved in the external memory device.",,,,(R技S2)
1050,SET-UP PROCESS ERROR(SYSCON),"The system software monitors if the setup of MOTION section software is properly completed when the power turned ON. This alarm occurs if the MOTION section software fails to properly complete the setup.
Note that the alarm AL-1051 (SET-UP PROCESS ERROR) occurs in conjunction with this alarm. (For details, refer to AL-1051.)
The error and message of interior temperature error and interior fan error might be complicated because it doesn't starting up normally in this state. ",1,Motion instruction setup incomplete.,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SYSCON
,,,2,Online error,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SYSCON
,,,3,SPOT management file setup incomplete.,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board. ",,,,SYSCON
,,,,,Welder I/F board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the Welder I/F board. Save the CMOS.BIN before replace the board to be safe. ",,,,SYSCON
