DX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,Chart1,Chart2,Detail,Notes
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,53,No response was sent from the servo board #4 when the control power turned ON.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (3) of the corresponding node number (SV#4)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,54,No response was sent from the servo board #5 when the control power turned ON.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (4) of the corresponding node number (SV#5)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,55,No response was sent from the servo board #6 when the control power turned ON.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (5) of the corresponding node number (SV#6)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,56,No response was sent from the servo board #7.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (6) of the corresponding node number (SV#7)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,57,No response was sent from the servo board #8 when the control power turned ON.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (7) of the corresponding node number (SV#8)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,60,"No response was sent from the communiaction convert board #1 when the controller power is turned ON. At that time, the DX100 may misjudge that the signals such as external hold signal have been input.
Therefore, execute the following countermeasures. 


",Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#1): (0）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.

",,,,HWC
,,,61,No response was sent from the communiaction convert board #2 when the controller power is turned ON.,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#2): (1）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,62,No response was sent from the communiaction convert board #3 when the controller power is turned ON.,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#3): (2）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.

",,,,HWC
,,,63,No response was sent from the communiaction convert board #4 when the controller power is turned ON.,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#4): (3）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,64,No response was sent from the communiaction convert board #5 when the controller power is turned ON.,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#5): (4）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,65,No response was sent from the communiaction convert board #6 when the controller power is turned ON.,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#6): (5）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.

",,,,HWC
,,,66,No response was sent from the communiaction convert board #7 when the controller power is turned ON.,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#7): (6）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,67,No response was sent from the communiaction convert board #8 when the controller power is turned ON.,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#8): (7）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.

",,,,HWC
0021,COMMUNICATION ERROR(SERVO),The DX100 transfers special commands to operate SERVO units on its startup as well as its regular operation process. This alarm occurs if there is any communication failure in transferring the special commands.,50,The communications CPU for the servo board #1 detected an error when the control power turned ON.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (0) of the corresponding node number (SV#1)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,51,The communications CPU for the servo board #2 detected an error when the control power turned ON.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (1) of the corresponding node number (SV#2)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,52,The communications CPU for the servo board #3 detected an error when the control power turned ON.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (2) of the corresponding node number (SV#3)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,53,The communications CPU for the servo board #4 detected an error when the control power turned ON.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (3) of the corresponding node number (SV#4)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,54,The communications CPU for the servo board #5 detected an error when the control power turned ON.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (4) of the corresponding node number (SV#5)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,55,The communications CPU for the servo board #6 detected an error when the control power turned ON.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (5) of the corresponding node number (SV#6)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,56,The communications CPU for the servo board #7 detected an error when the control power turned ON.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (6) of the corresponding node number (SV#7)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YPS02 unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YPS02  board. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,57,The communications CPU for the servo board #8 detected an error when the control power turned ON.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (7) of the corresponding node number (SV#8)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
